OBJECTID,CD_GEOCODM,SHAPE_LENG,ANO_BASE,ID_ESTADO,NOME,ID_MUNICIP,OBJECTID_12,AA_REF,AA_MALHA,PAI_CD,MUN_CD,MUN_CD_FINAL,MUN_NM,MUN_NM_FINAL,MUN_NM_UF_FINAL,EST_NM,EST_NM_FINAL,EST_SIGLA_FINAL,RGE_NM,RGE_NM_FINAL,RETIRADA_HU_M3_S,CONSUMO_HU_M3_S,RETORNO_HU_M3_S,RETIRADA_HR_M3_S,CONSUMO_HR_M3_S,RETORNO_HR_M3_S,RETIRADA_IT_M3_S,CONSUMO_IT_M3_S,RETORNO_IT_M3_S,RETIRADA_MN_M3_S,CONSUMO_MN_M3_S,RETORNO_MN_M3_S,RETIRADA_TE_M3_S,CONSUMO_TE_M3_S,RETORNO_TE_M3_S,RETIRADA_AN_M3_S,CONSUMO_AN_M3_S,RETORNO_AN_M3_S,RETIRADA_IR_M3_S,CONSUMO_IR_M3_S,RETORNO_IR_M3_S,RETIRADA_TOTAL_M3_S,CONSUMO_TOTAL_M3_S,RETORNO_TOTAL_M3_S,SHAPEAREA,SHAPELEN
53,1200013,2.29211197,2013,12,Acrelândia,1200013,53,2030,2013,BR,1200013,1200013,AcrelÃ¢ndia,Acrelândia,AC - Acrelândia,Acre,Acre,AC,REGIÃƒO NORTE,REGIÃO NORTE,0.07470751,0.0149415,0.05976601,0.0103588,0.00828704,0.00207176,0.0037552,0.00050658,0.00324862,0,0,0,0,0,0,0.15321203,0.12177132,0.03144072,0.00574781,0.00344869,0.00229912,0.24778134,0.14895512,0.09882623,0,0
54,1200054,5.69041049,2013,12,Assis Brasil,1200054,54,2030,2013,BR,1200054,1200054,Assis Brasil,Assis Brasil,AC - Assis Brasil,Acre,Acre,AC,REGIÃƒO NORTE,REGIÃO NORTE,0.03275818,0.00655164,0.02620655,0.00467824,0.00374259,0.00093565,2.883e-05,3.6e-06,2.523e-05,0,0,0,0,0,0,0.03888013,0.03069193,0.0081882,0.00024408,0.00018918,5.49e-05,0.07658947,0.04117895,0.03541052,0,0
55,1200104,4.62257404,2013,12,Brasiléia,1200104,55,2030,2013,BR,1200104,1200104,BrasilÃ©ia,Brasiléia,AC - Brasiléia,Acre,Acre,AC,REGIÃƒO NORTE,REGIÃO NORTE,0.14576462,0.02915292,0.11661169,0.00664931,0.00531944,0.00132986,0.02590269,0.00365945,0.02224323,7.703e-05,3.517e-05,4.186e-05,0,0,0,0.18418689,0.14592237,0.03826453,0.00127394,0.00104818,0.00022577,0.36385447,0.18513753,0.17871694,0,0
56,1200138,3.13474163,2013,12,Bujari,1200138,56,2030,2013,BR,1200138,1200138,Bujari,Bujari,AC - Bujari,Acre,Acre,AC,REGIÃƒO NORTE,REGIÃO NORTE,0.02834918,0.00566984,0.02267934,0.00625347,0.00500278,0.00125069,0,0,0,0,0,0,0,0,0,0.18556289,0.14815229,0.0374106,0.0122216,0.00733296,0.00488864,0.23238714,0.16615787,0.06622927,0,0
57,1200179,2.32309821,2013,12,Capixaba,1200179,57,2030,2013,BR,1200179,1200179,Capixaba,Capixaba,AC - Capixaba,Acre,Acre,AC,REGIÃƒO NORTE,REGIÃO NORTE,0.04025852,0.0080517,0.03220682,0.0067338,0.00538704,0.00134676,0.0449681,0.04469726,0.00027084,0,0,0,0,0,0,0.13032667,0.10374799,0.02657868,0.0006706,0.0004086,0.000262,0.22295768,0.16229259,0.06066509,0,0
58,1200203,6.48571893,2013,12,Cruzeiro do Sul,1200203,58,2030,2013,BR,1200203,1200203,Cruzeiro do Sul,Cruzeiro do Sul,AC - Cruzeiro do Sul,Acre,Acre,AC,REGIÃƒO NORTE,REGIÃO NORTE,0.32445004,0.06489001,0.25956003,0.02229514,0.01783611,0.00445903,0.01128631,0.00341079,0.00787551,0.00016749,7.648e-05,9.101e-05,0,0,0,0.03279954,0.02564836,0.00715118,0.00044532,0.00027383,0.00017148,0.39144384,0.11213559,0.27930825,0,0
59,1200252,2.2804519,2013,12,Epitaciolândia,1200252,59,2030,2013,BR,1200252,1200252,EpitaciolÃ¢ndia,Epitaciolândia,AC - Epitaciolândia,Acre,Acre,AC,REGIÃƒO NORTE,REGIÃO NORTE,0.10309621,0.02061924,0.08247697,0.00614583,0.00491667,0.00122917,0.00041659,8.675e-05,0.00032983,0,0,0,0,0,0,0.07153328,0.05648449,0.0150488,0.00028631,0.00019171,9.46e-05,0.18147822,0.08229886,0.09917936,0,0
60,1200302,9.97737675,2013,12,Feijó,1200302,60,2030,2013,BR,1200302,1200302,FeijÃ³,Feijó,AC - Feijó,Acre,Acre,AC,REGIÃƒO NORTE,REGIÃO NORTE,0.16856233,0.03371247,0.13484986,0.01476273,0.01181019,0.00295255,0.0010272,0.00016209,0.00086511,0,0,0,0,0,0,0.08179629,0.06423921,0.01755708,0,0,0,0.26614855,0.10992396,0.15622459,0,0
61,1200328,4.68416617,2013,12,Jordão,1200328,61,2030,2013,BR,1200328,1200328,JordÃ£o,Jordão,AC - Jordão,Acre,Acre,AC,REGIÃƒO NORTE,REGIÃO NORTE,0.0168113,0.00336226,0.01344904,0.00489699,0.00391759,0.0009794,0,0,0,0,0,0,0,0,0,0.00527478,0.0041466,0.00112818,0,0,0,0.02698307,0.01142645,0.01555661,0,0
62,1200336,3.71068942,2013,12,Mâncio Lima,1200336,62,2030,2013,BR,1200336,1200336,MÃ¢ncio Lima,Mâncio Lima,AC - Mâncio Lima,Acre,Acre,AC,REGIÃƒO NORTE,REGIÃO NORTE,0.10501374,0.02100275,0.08401099,0.00772685,0.00618148,0.00154537,0,0,0,4.52e-06,2.06e-06,2.46e-06,0,0,0,0.01244606,0.0097075,0.00273856,0.00018119,0.00016778,1.341e-05,0.12537236,0.03706157,0.08831078,0,0
63,1200344,7.53911239,2013,12,Manoel Urbano,1200344,63,2030,2013,BR,1200344,1200344,Manoel Urbano,Manoel Urbano,AC - Manoel Urbano,Acre,Acre,AC,REGIÃƒO NORTE,REGIÃO NORTE,0.03824257,0.00764851,0.03059405,0.00246644,0.00197315,0.00049329,2.2e-06,4.7e-07,1.73e-06,0,0,0,0,0,0,0.02791979,0.02218963,0.00573016,0,0,0,0.06863099,0.03181176,0.03681924,0,0
64,1200351,4.60489797,2013,12,Marechal Thaumaturgo,1200351,64,2030,2013,BR,1200351,1200351,Marechal Thaumaturgo,Marechal Thaumaturgo,AC - Marechal Thaumaturgo,Acre,Acre,AC,REGIÃƒO NORTE,REGIÃO NORTE,0.04127949,0.0082559,0.03302359,0.01091782,0.00873426,0.00218356,0,0,0,0,0,0,0,0,0,0.01038426,0.00802776,0.0023565,0.00184637,0.00113385,0.00071253,0.06442795,0.02615176,0.03827618,0,0
65,1200385,2.47699689,2013,12,Plácido de Castro,1200385,65,2030,2013,BR,1200385,1200385,PlÃ¡cido de Castro,Plácido de Castro,AC - Plácido de Castro,Acre,Acre,AC,REGIÃƒO NORTE,REGIÃO NORTE,0.04897972,0.00979594,0.03918378,0.00714236,0.00571389,0.00142847,0.00487898,0.00062387,0.00425511,0,0,0,0,0,0,0.14833495,0.11784711,0.03048784,0.00831364,0.00619092,0.00212272,0.21764965,0.14017173,0.07747792,0,0
66,1200393,3.97666066,2013,12,Porto Walter,1200393,66,2030,2013,BR,1200393,1200393,Porto Walter,Porto Walter,AC - Porto Walter,Acre,Acre,AC,REGIÃƒO NORTE,REGIÃO NORTE,0.02024102,0.0040482,0.01619282,0.00723148,0.00578519,0.0014463,4.825e-05,1.024e-05,3.801e-05,0,0,0,0,0,0,0.00834941,0.00643484,0.00191456,0,0,0,0.03587016,0.01627848,0.01959169,0,0
67,1200401,6.70178034,2013,12,Rio Branco,1200401,67,2030,2013,BR,1200401,1200401,Rio Branco,Rio Branco,AC - Rio Branco,Acre,Acre,AC,REGIÃƒO NORTE,REGIÃO NORTE,1.50566687,0.30113337,1.20453349,0.03013079,0.02410463,0.00602616,0.09575333,0.02738131,0.06837202,0.00050207,0.00022925,0.00027282,0,0,0,0.44701192,0.35658961,0.09042231,0.05282932,0.03257097,0.02025834,2.13189429,0.74200915,1.38988514,0,0
68,1200427,3.51902441,2013,12,Rodrigues Alves,1200427,68,2030,2013,BR,1200427,1200427,Rodrigues Alves,Rodrigues Alves,AC - Rodrigues Alves,Acre,Acre,AC,REGIÃƒO NORTE,REGIÃO NORTE,0.01602967,0.00320593,0.01282373,0.01951273,0.01561019,0.00390255,0,0,0,0,0,0,0,0,0,0.00822169,0.00636526,0.00185643,0.00022269,0.00020621,1.648e-05,0.04398678,0.02538759,0.01859919,0,0
69,1200435,7.09447967,2013,12,Santa Rosa do Purus,1200435,69,2030,2013,BR,1200435,1200435,Santa Rosa do Purus,Santa Rosa do Purus,AC - Santa Rosa do Purus,Acre,Acre,AC,REGIÃƒO NORTE,REGIÃO NORTE,0.02775147,0.00555029,0.02220117,0.00385995,0.00308796,0.00077199,0,0,0,0,0,0,0,0,0,0.00533629,0.00416269,0.0011736,0.00032932,0.00025751,7.181e-05,0.03727703,0.01305845,0.02421857,0,0
70,1200450,2.79462485,2013,12,Senador Guiomard,1200450,70,2030,2013,BR,1200450,1200450,Senador Guiomard,Senador Guiomard,AC - Senador Guiomard,Acre,Acre,AC,REGIÃƒO NORTE,REGIÃO NORTE,0.0354416,0.00708832,0.02835328,0.00729398,0.00583519,0.0014588,0.02549141,0.00932601,0.0161654,0.00062936,0.00028737,0.00034199,0,0,0,0.18971062,0.15064642,0.0390642,0.00900001,0.00546613,0.00353388,0.26756699,0.17864945,0.08891754,0,0
71,1200500,8.64536381,2013,12,Sena Madureira,1200500,71,2030,2013,BR,1200500,1200500,Sena Madureira,Sena Madureira,AC - Sena Madureira,Acre,Acre,AC,REGIÃƒO NORTE,REGIÃO NORTE,0.1111333,0.02222666,0.08890664,0.0121875,0.00975,0.0024375,0.0021159,0.00046784,0.00164806,1.14e-05,5.21e-06,6.19e-06,0,0,0,0.23466176,0.18673154,0.04793022,0.01381109,0.00833899,0.0054721,0.37392095,0.22752023,0.14640072,0,0
72,1200609,7.27259888,2013,12,Tarauacá,1200609,72,2030,2013,BR,1200609,1200609,TarauacÃ¡,Tarauacá,AC - Tarauacá,Acre,Acre,AC,REGIÃƒO NORTE,REGIÃO NORTE,0.14387495,0.02877499,0.11509996,0.02781019,0.02224815,0.00556204,0.00140416,0.00034874,0.00105541,0,0,0,0,0,0,0.12375716,0.09778355,0.02597361,0.00074271,0.00068775,5.496e-05,0.29758915,0.14984318,0.14774597,0,0
73,1200708,5.07739384,2013,12,Xapuri,1200708,73,2030,2013,BR,1200708,1200708,Xapuri,Xapuri,AC - Xapuri,Acre,Acre,AC,REGIÃƒO NORTE,REGIÃO NORTE,0.08161355,0.01632271,0.06529084,0.00585532,0.00468426,0.00117106,0.00113569,0.00019463,0.00094106,0,0,0,0,0,0,0.19344451,0.15393281,0.03951171,0.000496,0.00030479,0.00019121,0.28254508,0.1754392,0.10710589,0,0
74,1200807,2.639213,2013,12,Porto Acre,1200807,74,2030,2013,BR,1200807,1200807,Porto Acre,Porto Acre,AC - Porto Acre,Acre,Acre,AC,REGIÃƒO NORTE,REGIÃO NORTE,0.01891264,0.00378253,0.01513012,0.01651968,0.01321574,0.00330394,0.00095542,0.00034127,0.00061415,0,0,0,0,0,0,0.14923307,0.11884016,0.03039291,0.00574999,0.0035011,0.00224888,0.19137079,0.1396808,0.05168999,0,0
75,1300029,4.24403511,2013,13,Alvarães,1300029,75,2030,2013,BR,1300029,1300029,AlvarÃ£es,Alvarães,AM - Alvarães,Amazonas,Amazonas,AM,REGIÃƒO NORTE,REGIÃO NORTE,0.03867977,0.00773595,0.03094382,0.00826968,0.00661574,0.00165394,0,0,0,0,0,0,0,0,0,0.00069199,0.00054623,0.00014575,0.00020278,0.00012167,8.111e-05,0.04784422,0.0150196,0.03282462,0,0
76,1300060,3.34166557,2013,13,Amaturá,1300060,76,2030,2013,BR,1300060,1300060,AmaturÃ¡,Amaturá,AM - Amaturá,Amazonas,Amazonas,AM,REGIÃƒO NORTE,REGIÃO NORTE,0.01254802,0.0025096,0.01003841,0.00915075,0.0073206,0.00183015,0,0,0,0,0,0,0,0,0,0.00116247,0.00081658,0.00034589,0,0,0,0.02286124,0.01064678,0.01221446,0,0
77,1300086,2.42855023,2013,13,Anamã,1300086,77,2030,2013,BR,1300086,1300086,AnamÃ£,Anamã,AM - Anamã,Amazonas,Amazonas,AM,REGIÃƒO NORTE,REGIÃO NORTE,0.03366508,0.00673302,0.02693206,0.009511,0.0076088,0.0019022,0,0,0,0,0,0,0,0,0,0.00076627,0.00058618,0.00018009,0.00022458,0.00013689,8.769e-05,0.04416692,0.01506489,0.02910204,0,0
78,1300102,5.43011661,2013,13,Anori,1300102,78,2030,2013,BR,1300102,1300102,Anori,Anori,AM - Anori,Amazonas,Amazonas,AM,REGIÃƒO NORTE,REGIÃO NORTE,0.0420103,0.00840206,0.03360824,0.01490596,0.01192477,0.00298119,0,0,0,0,0,0,0,0,0,0.0021836,0.00161981,0.00056379,0.00173388,0.00128472,0.00044916,0.06083374,0.02323137,0.03760238,0,0
79,1300144,9.87419516,2013,13,Apuí,1300144,79,2030,2013,BR,1300144,1300144,ApuÃ­,Apuí,AM - Apuí,Amazonas,Amazonas,AM,REGIÃƒO NORTE,REGIÃO NORTE,0.05064673,0.01012935,0.04051738,0.01102575,0.0088206,0.00220515,1.083e-05,2.17e-06,8.67e-06,0,0,0,0,0,0,0.16495333,0.12699429,0.03795904,0.00166635,0.00154285,0.0001235,0.22830299,0.14748925,0.08081374,0,0
80,1300201,15.61027942,2013,13,Atalaia do Norte,1300201,80,2030,2013,BR,1300201,1300201,Atalaia do Norte,Atalaia do Norte,AM - Atalaia do Norte,Amazonas,Amazonas,AM,REGIÃƒO NORTE,REGIÃO NORTE,0.0389831,0.00779662,0.03118648,0.01428675,0.0114294,0.00285735,0.00066639,0.00066639,0,0,0,0,0,0,0,0.00016704,0.00012036,4.668e-05,0,0,0,0.05410328,0.02001277,0.03409051,0,0
81,1300300,5.23028083,2013,13,Autazes,1300300,81,2030,2013,BR,1300300,1300300,Autazes,Autazes,AM - Autazes,Amazonas,Amazonas,AM,REGIÃƒO NORTE,REGIÃO NORTE,0.10038073,0.02007615,0.08030458,0.03445891,0.02756713,0.00689178,0.00095412,0.0003302,0.00062392,0,0,0,0,0,0,0.07930663,0.05927029,0.02003634,0.00326077,0.00205813,0.00120264,0.21836116,0.10930189,0.10905926,0,0
82,1300409,20.77323016,2013,13,Barcelos,1300409,82,2030,2013,BR,1300409,1300409,Barcelos,Barcelos,AM - Barcelos,Amazonas,Amazonas,AM,REGIÃƒO NORTE,REGIÃO NORTE,0.02814723,0.00562945,0.02251779,0.01740451,0.01392361,0.0034809,0.00023389,4.678e-05,0.00018711,0.00114501,0.00052283,0.00062219,0,0,0,0.00014731,0.00010831,3.9e-05,0,0,0,0.04707796,0.02023097,0.02684699,0,0
83,1300508,4.48895245,2013,13,Barreirinha,1300508,83,2030,2013,BR,1300508,1300508,Barreirinha,Barreirinha,AM - Barreirinha,Amazonas,Amazonas,AM,REGIÃƒO NORTE,REGIÃO NORTE,0.06563051,0.0131261,0.0525044,0.02268953,0.01815162,0.00453791,3.954e-05,7.96e-06,3.158e-05,0,0,0,0,0,0,0.05151613,0.03858822,0.01292791,0.00073248,0.0005996,0.00013288,0.14060817,0.0704735,0.07013467,0,0
84,1300607,8.65061414,2013,13,Benjamin Constant,1300607,84,2030,2013,BR,1300607,1300607,Benjamin Constant,Benjamin Constant,AM - Benjamin Constant,Amazonas,Amazonas,AM,REGIÃƒO NORTE,REGIÃO NORTE,0.14637669,0.02927534,0.11710136,0.03027633,0.02422106,0.00605527,0.00021528,4.306e-05,0.00017222,3.2e-06,1.46e-06,1.74e-06,0,0,0,0.00050788,0.00038325,0.00012462,0.01118381,0.00671028,0.00447352,0.18856319,0.06063446,0.12792873,0,0
85,1300631,6.81623311,2013,13,Beruri,1300631,85,2030,2013,BR,1300631,1300631,Beruri,Beruri,AM - Beruri,Amazonas,Amazonas,AM,REGIÃƒO NORTE,REGIÃO NORTE,0.05447843,0.01089569,0.04358275,0.01226707,0.00981366,0.00245341,0,0,0,0,0,0,0,0,0,0.00186988,0.00147758,0.00039229,0.00084767,0.00078494,6.273e-05,0.06946305,0.02297187,0.04649118,0,0
86,1300680,3.30412515,2013,13,Boa Vista do Ramos,1300680,86,2030,2013,BR,1300680,1300680,Boa Vista do Ramos,Boa Vista do Ramos,AM - Boa Vista do Ramos,Amazonas,Amazonas,AM,REGIÃƒO NORTE,REGIÃO NORTE,0.03754705,0.00750941,0.03003764,0.01410156,0.01128125,0.00282031,0,0,0,0,0,0,0,0,0,0.01848948,0.01464269,0.00384679,0,0,0,0.07013809,0.03343335,0.03670474,0,0
87,1300706,6.83332364,2013,13,Boca do Acre,1300706,87,2030,2013,BR,1300706,1300706,Boca do Acre,Boca do Acre,AM - Boca do Acre,Amazonas,Amazonas,AM,REGIÃƒO NORTE,REGIÃO NORTE,0.09028754,0.01805751,0.07223003,0.01287905,0.01030324,0.00257581,0.01720243,0.00215189,0.01505055,2.59e-06,1.18e-06,1.41e-06,0,0,0,0.1452187,0.10385847,0.04136023,0.00045634,0.00042257,3.377e-05,0.26604665,0.13479486,0.13125179,0,0
88,1300805,14.6333724,2013,13,Borba,1300805,88,2030,2013,BR,1300805,1300805,Borba,Borba,AM - Borba,Amazonas,Amazonas,AM,REGIÃƒO NORTE,REGIÃO NORTE,0.06348217,0.01269643,0.05078574,0.03622106,0.02897685,0.00724421,0.00627351,0.00079922,0.00547429,0.00123846,0.0005655,0.00067297,0,0,0,0.00797218,0.00617854,0.00179364,0.00284003,0.00182734,0.00101269,0.11802741,0.05104388,0.06698353,0,0
89,1300839,4.85664083,2013,13,Caapiranga,1300839,89,2030,2013,BR,1300839,1300839,Caapiranga,Caapiranga,AM - Caapiranga,Amazonas,Amazonas,AM,REGIÃƒO NORTE,REGIÃO NORTE,0.02571971,0.00514394,0.02057577,0.00877749,0.00702199,0.0017555,0,0,0,0,0,0,0,0,0,0.00213649,0.00166667,0.00046982,2.727e-05,1.636e-05,1.091e-05,0.03666096,0.01384896,0.022812,0,0
90,1300904,10.9625489,2013,13,Canutama,1300904,90,2030,2013,BR,1300904,1300904,Canutama,Canutama,AM - Canutama,Amazonas,Amazonas,AM,REGIÃƒO NORTE,REGIÃO NORTE,0.0290571,0.00581142,0.02324568,0.01088108,0.00870486,0.00217622,0,0,0,0,0,0,0,0,0,0.02116078,0.01663566,0.00452513,0.00058345,0.00054028,4.318e-05,0.06168242,0.03169222,0.0299902,0,0
91,1301001,8.23727462,2013,13,Carauari,1301001,91,2030,2013,BR,1301001,1301001,Carauari,Carauari,AM - Carauari,Amazonas,Amazonas,AM,REGIÃƒO NORTE,REGIÃO NORTE,0.08193028,0.01638606,0.06554422,0.00639468,0.00511574,0.00127894,0.00049486,9.913e-05,0.00039573,5.4e-07,2.5e-07,2.9e-07,0,0,0,0.00330942,0.00264268,0.00066674,0.0001821,0.00016862,1.348e-05,0.09231188,0.02441248,0.0678994,0,0
92,1301100,4.12620879,2013,13,Careiro,1301100,92,2030,2013,BR,1301100,1301100,Careiro,Careiro,AM - Careiro,Amazonas,Amazonas,AM,REGIÃƒO NORTE,REGIÃO NORTE,0.06869974,0.01373995,0.05495979,0.02876591,0.02301273,0.00575318,0.00038409,0.00035538,2.87e-05,0,0,0,0,0,0,0.02643938,0.02023583,0.00620355,0.00316915,0.00190149,0.00126766,0.12745827,0.05924539,0.06821288,0,0
93,1301159,2.90502905,2013,13,Careiro da Várzea,1301159,93,2030,2013,BR,1301159,1301159,Careiro da VÃ¡rzea,Careiro da Várzea,AM - Careiro da Várzea,Amazonas,Amazonas,AM,REGIÃƒO NORTE,REGIÃO NORTE,0.00759784,0.00151957,0.00607828,0.04999277,0.03999421,0.00999855,9.361e-05,4.38e-05,4.981e-05,1.842e-05,8.41e-06,1.001e-05,0,0,0,0.07250823,0.05201186,0.02049637,0.02972942,0.01813312,0.01159629,0.15994028,0.11171097,0.04822931,0,0
94,1301209,15.08772303,2013,13,Coari,1301209,94,2030,2013,BR,1301209,1301209,Coari,Coari,AM - Coari,Amazonas,Amazonas,AM,REGIÃƒO NORTE,REGIÃO NORTE,0.28792216,0.05758443,0.23033773,0.03322917,0.02658333,0.00664583,0.00044552,0.0001023,0.00034322,2.792e-05,1.275e-05,1.517e-05,0,0,0,0.00383223,0.00291316,0.00091907,0.00111193,0.0009155,0.00019644,0.32656894,0.08811148,0.23845746,0,0
95,1301308,9.15922719,2013,13,Codajás,1301308,95,2030,2013,BR,1301308,1301308,CodajÃ¡s,Codajás,AM - Codajás,Amazonas,Amazonas,AM,REGIÃƒO NORTE,REGIÃO NORTE,0.08133796,0.01626759,0.06507037,0.01120081,0.00896065,0.00224016,0,0,0,0,0,0,0,0,0,0.00386268,0.00296236,0.00090032,0,0,0,0.09640145,0.0281906,0.06821085,0,0
96,1301407,6.91048827,2013,13,Eirunepé,1301407,96,2030,2013,BR,1301407,1301407,EirunepÃ©,Eirunepé,AM - Eirunepé,Amazonas,Amazonas,AM,REGIÃƒO NORTE,REGIÃO NORTE,0.16271019,0.03254204,0.13016815,0.0101794,0.00814352,0.00203588,5.164e-05,1.037e-05,4.127e-05,0,0,0,0,0,0,0.00774635,0.00609734,0.001649,0.00075443,0.00046679,0.00028764,0.18144201,0.04726006,0.13418195,0,0
97,1301506,4.83132974,2013,13,Envira,1301506,97,2030,2013,BR,1301506,1301506,Envira,Envira,AM - Envira,Amazonas,Amazonas,AM,REGIÃƒO NORTE,REGIÃO NORTE,0.01078021,0.00215604,0.00862417,0.00587818,0.00470255,0.00117564,1.514e-05,3.03e-06,1.211e-05,0,0,0,0,0,0,0.00760765,0.00599274,0.00161491,0,0,0,0.02428118,0.01285436,0.01142682,0,0
98,1301605,9.10965731,2013,13,Fonte Boa,1301605,98,2030,2013,BR,1301605,1301605,Fonte Boa,Fonte Boa,AM - Fonte Boa,Amazonas,Amazonas,AM,REGIÃƒO NORTE,REGIÃO NORTE,0.03694678,0.00738936,0.02955742,0.00797598,0.00638079,0.0015952,6.6e-06,1.4e-06,5.2e-06,0,0,0,0,0,0,0.00206523,0.00149253,0.00057269,0,0,0,0.04699458,0.01526408,0.03173051,0,0
99,1301654,4.59583301,2013,13,Guajará,1301654,99,2030,2013,BR,1301654,1301654,GuajarÃ¡,Guajará,AM - Guajará,Amazonas,Amazonas,AM,REGIÃƒO NORTE,REGIÃO NORTE,0.03012552,0.0060251,0.02410042,0.00774884,0.00619907,0.00154977,0.00014416,1.802e-05,0.00012614,0,0,0,0,0,0,0.02042343,0.01594266,0.00448077,0,0,0,0.05844195,0.02818486,0.03025709,0,0
100,1301704,11.1448729,2013,13,Humaitá,1301704,100,2030,2013,BR,1301704,1301704,HumaitÃ¡,Humaitá,AM - Humaitá,Amazonas,Amazonas,AM,REGIÃƒO NORTE,REGIÃO NORTE,0.13462489,0.02692498,0.10769991,0.02959201,0.02367361,0.0059184,0.00230524,0.00047545,0.00182979,4.69e-06,2.14e-06,2.55e-06,0,0,0,0.01877592,0.01456192,0.004214,0.0006348,0.00058175,5.305e-05,0.18593756,0.06621985,0.1197177,0,0
101,1301803,5.27337724,2013,13,Ipixuna,1301803,101,2030,2013,BR,1301803,1301803,Ipixuna,Ipixuna,AM - Ipixuna,Amazonas,Amazonas,AM,REGIÃƒO NORTE,REGIÃO NORTE,0.05203395,0.01040679,0.04162716,0.02360966,0.01888773,0.00472193,4.68e-06,9.4e-07,3.73e-06,0,0,0,0,0,0,0.00871359,0.00647237,0.00224122,0.00011945,7.167e-05,4.778e-05,0.08448134,0.03583951,0.04864183,0,0
102,1301852,3.33670967,2013,13,Iranduba,1301852,102,2030,2013,BR,1301852,1301852,Iranduba,Iranduba,AM - Iranduba,Amazonas,Amazonas,AM,REGIÃƒO NORTE,REGIÃO NORTE,0.12931372,0.02586274,0.10345098,0.01628617,0.01302894,0.00325723,0.0276147,0.0062969,0.0213178,0.00050842,0.00023215,0.00027627,0,0,0,0.01099296,0.00782141,0.00317155,0.04939924,0.03051029,0.01888895,0.23411521,0.08375243,0.15036278,0,0
103,1301902,6.08892552,2013,13,Itacoatiara,1301902,103,2030,2013,BR,1301902,1301902,Itacoatiara,Itacoatiara,AM - Itacoatiara,Amazonas,Amazonas,AM,REGIÃƒO NORTE,REGIÃO NORTE,0.33452807,0.06690561,0.26762245,0.0475217,0.03801736,0.00950434,0.00840561,0.00160426,0.00680135,0.00020667,9.437e-05,0.0001123,0,0,0,0.07024772,0.05364279,0.01660493,0.00853612,0.00523703,0.00329909,0.46944589,0.16550142,0.30394447,0,0
104,1301951,10.88684512,2013,13,Itamarati,1301951,104,2030,2013,BR,1301951,1301951,Itamarati,Itamarati,AM - Itamarati,Amazonas,Amazonas,AM,REGIÃƒO NORTE,REGIÃO NORTE,0.01340863,0.00268173,0.0107269,0.00427083,0.00341667,0.00085417,0,0,0,0,0,0,0,0,0,0.00095208,0.00074329,0.00020879,0,0,0,0.01863154,0.00684168,0.01178986,0,0
105,1302009,4.40438325,2013,13,Itapiranga,1302009,105,2030,2013,BR,1302009,1302009,Itapiranga,Itapiranga,AM - Itapiranga,Amazonas,Amazonas,AM,REGIÃƒO NORTE,REGIÃO NORTE,0.02715864,0.00543173,0.02172691,0.00169416,0.00135532,0.00033883,0,0,0,7.451e-05,3.402e-05,4.049e-05,0,0,0,0.00493091,0.00390449,0.00102641,0,0,0,0.03385821,0.01072557,0.02313264,0,0
106,1302108,15.03231495,2013,13,Japurá,1302108,106,2030,2013,BR,1302108,1302108,JapurÃ¡,Japurá,AM - Japurá,Amazonas,Amazonas,AM,REGIÃƒO NORTE,REGIÃO NORTE,0.01274106,0.00254821,0.01019285,0.00341435,0.00273148,0.00068287,0,0,0,0,0,0,0,0,0,0.00082132,0.00058958,0.00023174,0,0,0,0.01697673,0.00586927,0.01110746,0,0
107,1302207,8.0210312,2013,13,Juruá,1302207,107,2030,2013,BR,1302207,1302207,JuruÃ¡,Juruá,AM - Juruá,Amazonas,Amazonas,AM,REGIÃƒO NORTE,REGIÃO NORTE,0.04872701,0.0097454,0.03898161,0.00830295,0.00664236,0.00166059,0,0,0,0,0,0,0,0,0,0.00068519,0.00054092,0.00014426,0,0,0,0.05771515,0.01692869,0.04078646,0,0
108,1302306,18.82002667,2013,13,Jutaí,1302306,108,2030,2013,BR,1302306,1302306,JutaÃ­,Jutaí,AM - Jutaí,Amazonas,Amazonas,AM,REGIÃƒO NORTE,REGIÃO NORTE,0.02522284,0.00504457,0.02017827,0.00846933,0.00677546,0.00169387,2.89e-06,5.8e-07,2.31e-06,0.00013638,6.227e-05,7.411e-05,0,0,0,0.00062924,0.00046448,0.00016476,2.147e-05,1.988e-05,1.59e-06,0.03448215,0.01236724,0.02211491,0,0
109,1302405,15.62594376,2013,13,Lábrea,1302405,109,2030,2013,BR,1302405,1302405,LÃ¡brea,Lábrea,AM - Lábrea,Amazonas,Amazonas,AM,REGIÃƒO NORTE,REGIÃO NORTE,0.09762003,0.01952401,0.07809602,0.02742043,0.02193634,0.00548409,0.00146738,9.633e-05,0.00137105,0.00212522,0.0009704,0.00115482,0,0,0,0.31101156,0.24773705,0.06327451,0.02387224,0.01509171,0.00878053,0.46351686,0.30535583,0.15816102,0,0
