OBJECTID,CD_GEOCODM,SHAPE_LENG,ANO_BASE,ID_ESTADO,NOME,ID_MUNICIP,OBJECTID_12,AA_REF,AA_MALHA,PAI_CD,MUN_CD,MUN_CD_FINAL,MUN_NM,MUN_NM_FINAL,MUN_NM_UF_FINAL,EST_NM,EST_NM_FINAL,EST_SIGLA_FINAL,RGE_NM,RGE_NM_FINAL,RETIRADA_HU_M3_S,CONSUMO_HU_M3_S,RETORNO_HU_M3_S,RETIRADA_HR_M3_S,CONSUMO_HR_M3_S,RETORNO_HR_M3_S,RETIRADA_IT_M3_S,CONSUMO_IT_M3_S,RETORNO_IT_M3_S,RETIRADA_MN_M3_S,CONSUMO_MN_M3_S,RETORNO_MN_M3_S,RETIRADA_TE_M3_S,CONSUMO_TE_M3_S,RETORNO_TE_M3_S,RETIRADA_AN_M3_S,CONSUMO_AN_M3_S,RETORNO_AN_M3_S,RETIRADA_IR_M3_S,CONSUMO_IR_M3_S,RETORNO_IR_M3_S,RETIRADA_TOTAL_M3_S,CONSUMO_TOTAL_M3_S,RETORNO_TOTAL_M3_S,SHAPEAREA,SHAPELEN
5038,4320578,0.65426116,2013,43,Sete de Setembro,4320578,5038,2030,2013,BR,4320578,4320578,Sete de Setembro,Sete de Setembro,RS - Sete de Setembro,Rio Grande do Sul,Rio Grande do Sul,RS,REGIÃƒO SUL,REGIÃO SUL,0.00148377,0.00029675,0.00118702,0.00117043,0.00093634,0.00023409,1.79e-06,4.7e-07,1.32e-06,0,0,0,0,0,0,0.01268937,0.00880989,0.00387948,0.00804596,0.00745056,0.0005954,0.02339132,0.01749402,0.00589731,0,0
5039,4320602,0.68145546,2013,43,Severiano de Almeida,4320602,5039,2030,2013,BR,4320602,4320602,Severiano de Almeida,Severiano de Almeida,RS - Severiano de Almeida,Rio Grande do Sul,Rio Grande do Sul,RS,REGIÃƒO SUL,REGIÃO SUL,0.00303439,0.00060688,0.00242751,0.00206308,0.00165046,0.00041262,0.00088564,0.00029783,0.0005878,0,0,0,0,0,0,0.03393172,0.02210815,0.01182357,0.00011789,0.0001083,9.6e-06,0.04003272,0.02477162,0.0152611,0,0
5040,4320651,0.61455108,2013,43,Silveira Martins,4320651,5040,2030,2013,BR,4320651,4320651,Silveira Martins,Silveira Martins,RS - Silveira Martins,Rio Grande do Sul,Rio Grande do Sul,RS,REGIÃƒO SUL,REGIÃO SUL,0.00256244,0.00051249,0.00204995,0.00138166,0.00110532,0.00027633,0.00031848,8.256e-05,0.00023592,1.241e-05,5.67e-06,6.74e-06,0,0,0,0.00321121,0.00240134,0.00080987,0.00577526,0.00521309,0.00056216,0.01326145,0.00932047,0.00394098,0,0
5041,4320677,1.73495387,2013,43,Sinimbu,4320677,5041,2030,2013,BR,4320677,4320677,Sinimbu,Sinimbu,RS - Sinimbu,Rio Grande do Sul,Rio Grande do Sul,RS,REGIÃƒO SUL,REGIÃO SUL,0.01088174,0.00217635,0.00870539,0.00927662,0.0074213,0.00185532,0.0016609,0.00038334,0.00127756,0,0,0,0,0,0,0.01348149,0.00942456,0.00405693,0.00516298,0.00478092,0.00038206,0.04046373,0.02418646,0.01627727,0,0
5042,4320701,0.63212031,2013,43,Sobradinho,4320701,5042,2030,2013,BR,4320701,4320701,Sobradinho,Sobradinho,RS - Sobradinho,Rio Grande do Sul,Rio Grande do Sul,RS,REGIÃƒO SUL,REGIÃO SUL,0.02747537,0.00549507,0.02198029,0.00515191,0.00412153,0.00103038,0.00968525,0.00202516,0.00766009,0,0,0,0,0,0,0.00764361,0.0051381,0.00250552,0.00126579,0.00117213,9.367e-05,0.05122194,0.01795199,0.03326995,0,0
5043,4320800,2.8287319,2013,43,Soledade,4320800,5043,2030,2013,BR,4320800,4320800,Soledade,Soledade,RS - Soledade,Rio Grande do Sul,Rio Grande do Sul,RS,REGIÃƒO SUL,REGIÃO SUL,0.05234829,0.01046966,0.04187863,0.00756944,0.00605556,0.00151389,0.01889667,0.00436599,0.01453068,0,0,0,0,0,0,0.08220869,0.06162917,0.02057951,0.00110043,0.00067069,0.00042974,0.16212351,0.08319107,0.07893244,0,0
5044,4320859,0.52640536,2013,43,Tabaí,4320859,5044,2030,2013,BR,4320859,4320859,TabaÃ­,Tabaí,RS - Tabaí,Rio Grande do Sul,Rio Grande do Sul,RS,REGIÃƒO SUL,REGIÃO SUL,0.00272569,0.00054514,0.00218056,0.00474682,0.00379745,0.00094936,0.00182912,0.0003601,0.00146902,2.506e-05,1.144e-05,1.362e-05,0,0,0,0.00480377,0.00335724,0.00144653,0.00041497,0.00038426,3.071e-05,0.01454542,0.00845563,0.00608979,0,0
5045,4320909,1.12030294,2013,43,Tapejara,4320909,5045,2030,2013,BR,4320909,4320909,Tapejara,Tapejara,RS - Tapejara,Rio Grande do Sul,Rio Grande do Sul,RS,REGIÃƒO SUL,REGIÃO SUL,0.05156441,0.01031288,0.04125153,0.00202257,0.00161806,0.00040451,0.13955405,0.02324222,0.11631184,0,0,0,0,0,0,0.02798248,0.01846352,0.00951896,0.00123194,0.00110848,0.00012347,0.22235546,0.05474515,0.16761031,0,0
5046,4321006,0.8532615,2013,43,Tapera,4321006,5046,2030,2013,BR,4321006,4321006,Tapera,Tapera,RS - Tapera,Rio Grande do Sul,Rio Grande do Sul,RS,REGIÃƒO SUL,REGIÃO SUL,0.01750388,0.00350078,0.0140031,0.00152488,0.00121991,0.00030498,0.00571792,0.00239162,0.0033263,0,0,0,0,0,0,0.01696004,0.01096958,0.00599045,0.00109049,0.00095713,0.00013336,0.0427972,0.01903901,0.02375819,0,0
5047,4321105,1.83355839,2013,43,Tapes,4321105,5047,2030,2013,BR,4321105,4321105,Tapes,Tapes,RS - Tapes,Rio Grande do Sul,Rio Grande do Sul,RS,REGIÃƒO SUL,REGIÃO SUL,0.02890951,0.0057819,0.02312761,0.00240162,0.0019213,0.00048032,0.0015401,0.00043982,0.00110028,0.00024449,0.00011164,0.00013285,0,0,0,0.01800874,0.01409726,0.00391147,6.80067378,3.26886855,3.53180523,6.85177823,3.29122047,3.56055777,0,0
5048,4321204,1.63359904,2013,43,Taquara,4321204,5048,2030,2013,BR,4321204,4321204,Taquara,Taquara,RS - Taquara,Rio Grande do Sul,Rio Grande do Sul,RS,REGIÃƒO SUL,REGIÃO SUL,0.1324014,0.02648028,0.10592112,0.01238571,0.00990856,0.00247714,0.05330061,0.01164955,0.04165107,0.00193364,0.00088292,0.00105072,0,0,0,0.02652036,0.01890693,0.00761342,0.26859305,0.13087631,0.13771674,0.49513476,0.19870455,0.2964302,0,0
5049,4321303,1.10303883,2013,43,Taquari,4321303,5049,2030,2013,BR,4321303,4321303,Taquari,Taquari,RS - Taquari,Rio Grande do Sul,Rio Grande do Sul,RS,REGIÃƒO SUL,REGIÃO SUL,0.0466626,0.00933252,0.03733008,0.00377025,0.0030162,0.00075405,0.01249354,0.00338348,0.00911006,3.209e-05,1.465e-05,1.744e-05,0,0,0,0.01923788,0.01359265,0.00564523,0.68154796,0.53824897,0.14329899,0.76374432,0.56758848,0.19615585,0,0
5050,4321329,0.53390257,2013,43,Taquaruçu do Sul,4321329,5050,2030,2013,BR,4321329,4321329,TaquaruÃ§u do Sul,Taquaruçu do Sul,RS - Taquaruçu do Sul,Rio Grande do Sul,Rio Grande do Sul,RS,REGIÃƒO SUL,REGIÃO SUL,0.0025106,0.00050212,0.00200848,0.00188947,0.00151157,0.00037789,0.00058344,0.00020716,0.00037628,0,0,0,0,0,0,0.02536707,0.01591668,0.00945039,0.00232066,0.00213483,0.00018582,0.03267124,0.02027236,0.01239887,0,0
5051,4321352,1.25893384,2013,43,Tavares,4321352,5051,2030,2013,BR,4321352,4321352,Tavares,Tavares,RS - Tavares,Rio Grande do Sul,Rio Grande do Sul,RS,REGIÃƒO SUL,REGIÃO SUL,0.00639146,0.00127829,0.00511317,0.00234086,0.00187269,0.00046817,0.00031916,6.167e-05,0.00025749,0,0,0,0,0,0,0.02348012,0.01797358,0.00550654,1.13960315,0.55775455,0.5818486,1.17213474,0.57894077,0.59319396,0,0
5052,4321402,1.1987657,2013,43,Tenente Portela,4321402,5052,2030,2013,BR,4321402,4321402,Tenente Portela,Tenente Portela,RS - Tenente Portela,Rio Grande do Sul,Rio Grande do Sul,RS,REGIÃƒO SUL,REGIÃO SUL,0.02276203,0.00455241,0.01820963,0.0045544,0.00364352,0.00091088,0.00152447,0.00043228,0.00109219,2.597e-05,1.186e-05,1.411e-05,0,0,0,0.0454206,0.03007887,0.01534173,0.00141699,0.0012786,0.00013839,0.07570445,0.03999754,0.03570692,0,0
5053,4321436,0.77417084,2013,43,Terra de Areia,4321436,5053,2030,2013,BR,4321436,4321436,Terra de Areia,Terra de Areia,RS - Terra de Areia,Rio Grande do Sul,Rio Grande do Sul,RS,REGIÃƒO SUL,REGIÃO SUL,0.01163015,0.00232603,0.00930412,0.0082798,0.00662384,0.00165596,0.00432074,0.00090074,0.00342,0,0,0,0,0,0,0.00547407,0.00419588,0.0012782,0.03969841,0.01945134,0.02024708,0.06940318,0.03349783,0.03590535,0,0
5054,4321451,0.80546115,2013,43,Teutônia,4321451,5054,2030,2013,BR,4321451,4321451,TeutÃ´nia,Teutônia,RS - Teutônia,Rio Grande do Sul,Rio Grande do Sul,RS,REGIÃƒO SUL,REGIÃO SUL,0.05917161,0.01183432,0.04733729,0.00430411,0.00344329,0.00086082,0.14900388,0.03338251,0.11562137,0,0,0,0,0,0,0.0553989,0.03474721,0.02065169,0.00500921,0.0034822,0.00152701,0.27288771,0.08688953,0.18599818,0,0
5055,4321469,0.64700582,2013,43,Tio Hugo,4321469,5055,2030,2013,BR,4321469,4321469,Tio Hugo,Tio Hugo,RS - Tio Hugo,Rio Grande do Sul,Rio Grande do Sul,RS,REGIÃƒO SUL,REGIÃO SUL,0.00389962,0.00077992,0.0031197,0.00186921,0.00149537,0.00037384,0.00083554,0.00011189,0.00072365,0,0,0,0,0,0,0.00711414,0.00480638,0.00230775,0.00274975,0.00247988,0.00026986,0.01646826,0.00967345,0.00679481,0,0
5056,4321477,0.96056587,2013,43,Tiradentes do Sul,4321477,5056,2030,2013,BR,4321477,4321477,Tiradentes do Sul,Tiradentes do Sul,RS - Tiradentes do Sul,Rio Grande do Sul,Rio Grande do Sul,RS,REGIÃƒO SUL,REGIÃO SUL,0.0044896,0.00089792,0.00359168,0.00316696,0.00253356,0.00063339,9.104e-05,1.899e-05,7.205e-05,0,0,0,0,0,0,0.03418669,0.02300469,0.011182,7.235e-05,6.247e-05,9.88e-06,0.04200663,0.02651763,0.015489,0,0
5057,4321493,0.81248155,2013,43,Toropi,4321493,5057,2030,2013,BR,4321493,4321493,Toropi,Toropi,RS - Toropi,Rio Grande do Sul,Rio Grande do Sul,RS,REGIÃƒO SUL,REGIÃO SUL,0.00276862,0.00055372,0.00221489,0.00157407,0.00125926,0.00031481,2.89e-06,5.8e-07,2.31e-06,0,0,0,0,0,0,0.01136354,0.0086201,0.00274344,0.02700953,0.013203,0.01380653,0.04271865,0.02363666,0.01908199,0,0
5058,4321501,0.89314398,2013,43,Torres,4321501,5058,2030,2013,BR,4321501,4321501,Torres,Torres,RS - Torres,Rio Grande do Sul,Rio Grande do Sul,RS,REGIÃƒO SUL,REGIÃO SUL,0.08590045,0.01718009,0.06872036,0.00010706,8.565e-05,2.141e-05,0.0013137,0.00045223,0.00086147,0.00052888,0.00024149,0.00028739,0,0,0,0.00762975,0.00541455,0.0022152,0.76774225,0.61472171,0.15302054,0.8632221,0.63809572,0.22512638,0,0
5059,4321600,0.76024728,2013,43,Tramandaí,4321600,5059,2030,2013,BR,4321600,4321600,TramandaÃ­,Tramandaí,RS - Tramandaí,Rio Grande do Sul,Rio Grande do Sul,RS,REGIÃƒO SUL,REGIÃO SUL,0.1610674,0.03221348,0.12885392,0.00011863,9.491e-05,2.373e-05,0.00153333,0.00044213,0.00109121,0.00014592,6.663e-05,7.929e-05,0,0,0,0.00324482,0.00254683,0.000698,0,0,0,0.16611012,0.03536397,0.13074615,0,0
5060,4321626,0.6245737,2013,43,Travesseiro,4321626,5060,2030,2013,BR,4321626,4321626,Travesseiro,Travesseiro,RS - Travesseiro,Rio Grande do Sul,Rio Grande do Sul,RS,REGIÃƒO SUL,REGIÃO SUL,0.00181603,0.00036321,0.00145283,0.00167679,0.00134144,0.00033536,0.0092386,0.00191341,0.00732519,0,0,0,0,0,0,0.03060089,0.01891704,0.01168386,0,0,0,0.04333232,0.02253509,0.02079723,0,0
5061,4321634,0.82306491,2013,43,Três Arroios,4321634,5061,2030,2013,BR,4321634,4321634,TrÃªs Arroios,Três Arroios,RS - Três Arroios,Rio Grande do Sul,Rio Grande do Sul,RS,REGIÃƒO SUL,REGIÃO SUL,0.0032485,0.0006497,0.0025988,0.00146123,0.00116898,0.00029225,0.00115101,0.00020026,0.00095075,1.077e-05,4.92e-06,5.85e-06,0,0,0,0.1444292,0.08792078,0.05650842,0.00175894,0.00156643,0.00019251,0.15205964,0.09151107,0.06054857,0,0
5062,4321667,0.92444469,2013,43,Três Cachoeiras,4321667,5062,2030,2013,BR,4321667,4321667,TrÃªs Cachoeiras,Três Cachoeiras,RS - Três Cachoeiras,Rio Grande do Sul,Rio Grande do Sul,RS,REGIÃƒO SUL,REGIÃO SUL,0.02107411,0.00421482,0.01685929,0.00249711,0.00199769,0.00049942,0.00434157,0.00096733,0.00337425,0.0006757,0.00030853,0.00036717,0,0,0,0.00599728,0.00462949,0.0013678,0.11986117,0.05721752,0.06264365,0.15444695,0.06933538,0.08511158,0,0
5063,4321709,0.77477195,2013,43,Três Coroas,4321709,5063,2030,2013,BR,4321709,4321709,TrÃªs Coroas,Três Coroas,RS - Três Coroas,Rio Grande do Sul,Rio Grande do Sul,RS,REGIÃƒO SUL,REGIÃO SUL,0.04602001,0.009204,0.03681601,0.00760127,0.00608102,0.00152025,0.15491716,0.03215477,0.12276239,6.541e-05,2.987e-05,3.554e-05,0,0,0,0.00328369,0.0022985,0.00098519,0.00448517,0.00413653,0.00034864,0.21637271,0.05390469,0.16246803,0,0
5064,4321808,1.71038357,2013,43,Três de Maio,4321808,5064,2030,2013,BR,4321808,4321808,TrÃªs de Maio,Três de Maio,RS - Três de Maio,Rio Grande do Sul,Rio Grande do Sul,RS,REGIÃƒO SUL,REGIÃO SUL,0.044494,0.0088988,0.0355952,0.00336661,0.00269329,0.00067332,0.03065973,0.00914519,0.02151454,0,0,0,0,0,0,0.04073248,0.02636365,0.01436883,0.0061725,0.00421526,0.00195724,0.12542533,0.0513162,0.07410913,0,0
5065,4321832,0.85816867,2013,43,Três Forquilhas,4321832,5065,2030,2013,BR,4321832,4321832,TrÃªs Forquilhas,Três Forquilhas,RS - Três Forquilhas,Rio Grande do Sul,Rio Grande do Sul,RS,REGIÃƒO SUL,REGIÃO SUL,0.00232118,0.00046424,0.00185694,0.00166088,0.0013287,0.00033218,2.844e-05,7.46e-06,2.097e-05,0,0,0,0,0,0,0.00304756,0.00225729,0.00079027,0.00675305,0.00500121,0.00175184,0.01381111,0.00905891,0.0047522,0,0
5066,4321857,0.84579036,2013,43,Três Palmeiras,4321857,5066,2030,2013,BR,4321857,4321857,TrÃªs Palmeiras,Três Palmeiras,RS - Três Palmeiras,Rio Grande do Sul,Rio Grande do Sul,RS,REGIÃƒO SUL,REGIÃO SUL,0.00322615,0.00064523,0.00258092,0.00232205,0.00185764,0.00046441,0.00092381,0.0001984,0.00072541,0,0,0,0,0,0,0.0187056,0.01221916,0.00648644,0.00031689,0.00026649,5.04e-05,0.0254945,0.01518691,0.01030758,0,0
5067,4321907,1.01701861,2013,43,Três Passos,4321907,5067,2030,2013,BR,4321907,4321907,TrÃªs Passos,Três Passos,RS - Três Passos,Rio Grande do Sul,Rio Grande do Sul,RS,REGIÃƒO SUL,REGIÃO SUL,0.03631484,0.00726297,0.02905188,0.0035272,0.00282176,0.00070544,0.05461045,0.00805745,0.046553,0,0,0,0,0,0,0.07784493,0.05000891,0.02783602,0.00415617,0.00311719,0.00103899,0.1764536,0.07126827,0.10518533,0,0
5068,4321956,1.11922352,2013,43,Trindade do Sul,4321956,5068,2030,2013,BR,4321956,4321956,Trindade do Sul,Trindade do Sul,RS - Trindade do Sul,Rio Grande do Sul,Rio Grande do Sul,RS,REGIÃƒO SUL,REGIÃO SUL,0.00392139,0.00078428,0.00313712,0.00320747,0.00256597,0.00064149,0.00069332,0.000251,0.00044232,0,0,0,0,0,0,0.01684903,0.01189718,0.00495186,0.07339773,0.06804441,0.00535332,0.09806895,0.08354285,0.0145261,0,0
5069,4322004,1.60052987,2013,43,Triunfo,4322004,5069,2030,2013,BR,4322004,4322004,Triunfo,Triunfo,RS - Triunfo,Rio Grande do Sul,Rio Grande do Sul,RS,REGIÃƒO SUL,REGIÃO SUL,0.06985556,0.01397111,0.05588445,0.00987992,0.00790394,0.00197598,0.12078678,0.06622824,0.05455854,0,0,0,1.07466667,0.00827493,1.06639173,0.0303971,0.02250935,0.00788775,2.41227338,1.65506873,0.75720464,3.7178594,1.7739563,1.9439031,0,0
5070,4322103,1.11029876,2013,43,Tucunduva,4322103,5070,2030,2013,BR,4322103,4322103,Tucunduva,Tucunduva,RS - Tucunduva,Rio Grande do Sul,Rio Grande do Sul,RS,REGIÃƒO SUL,REGIÃO SUL,0.00759319,0.00151864,0.00607455,0.00138021,0.00110417,0.00027604,0.00094971,0.00018341,0.0007663,0,0,0,0,0,0,0.02303163,0.01455646,0.00847517,0.00149811,0.00138725,0.00011086,0.03445286,0.01874993,0.01570293,0,0
5071,4322152,0.86455213,2013,43,Tunas,4322152,5071,2030,2013,BR,4322152,4322152,Tunas,Tunas,RS - Tunas,Rio Grande do Sul,Rio Grande do Sul,RS,REGIÃƒO SUL,REGIÃO SUL,0.00243026,0.00048605,0.00194421,0.00438079,0.00350463,0.00087616,5.24e-06,1.02e-06,4.22e-06,0,0,0,0,0,0,0.01530466,0.01097095,0.00433372,0.00067618,0.0006191,5.707e-05,0.02279712,0.01558175,0.00721537,0,0
5072,4322186,0.52459166,2013,43,Tupanci do Sul,4322186,5072,2030,2013,BR,4322186,4322186,Tupanci do Sul,Tupanci do Sul,RS - Tupanci do Sul,Rio Grande do Sul,Rio Grande do Sul,RS,REGIÃƒO SUL,REGIÃO SUL,0.00105556,0.00021111,0.00084444,0.00108073,0.00086458,0.00021615,0.00010758,3.13e-05,7.628e-05,0,0,0,0,0,0,0.01016551,0.00713136,0.00303415,0,0,0,0.01240938,0.00823835,0.00417102,0,0
5073,4322202,3.19667635,2013,43,Tupanciretã,4322202,5073,2030,2013,BR,4322202,4322202,TupanciretÃ£,Tupanciretã,RS - Tupanciretã,Rio Grande do Sul,Rio Grande do Sul,RS,REGIÃƒO SUL,REGIÃO SUL,0.03557996,0.00711599,0.02846397,0.00690828,0.00552662,0.00138166,0.00082148,0.00021738,0.0006041,0,0,0,0,0,0,0.0586795,0.04537776,0.01330174,1.0558115,0.97724729,0.07856421,1.15780071,1.03548504,0.12231567,0,0
5074,4322251,0.37565431,2013,43,Tupandi,4322251,5074,2030,2013,BR,4322251,4322251,Tupandi,Tupandi,RS - Tupandi,Rio Grande do Sul,Rio Grande do Sul,RS,REGIÃƒO SUL,REGIÃO SUL,0.00658854,0.00131771,0.00527083,0.0020544,0.00164352,0.00041088,0.00609554,0.00190378,0.00419176,0,0,0,0,0,0,0.0559286,0.03401276,0.02191584,8.083e-05,4.85e-05,3.233e-05,0.07074792,0.03892627,0.03182165,0,0
5075,4322301,1.3591449,2013,43,Tuparendi,4322301,5075,2030,2013,BR,4322301,4322301,Tuparendi,Tuparendi,RS - Tuparendi,Rio Grande do Sul,Rio Grande do Sul,RS,REGIÃƒO SUL,REGIÃO SUL,0.01056142,0.00211228,0.00844914,0.00239583,0.00191667,0.00047917,0.0020939,0.00044419,0.00164971,0,0,0,0,0,0,0.04444402,0.02969275,0.01475127,0.00257722,0.0022306,0.00034663,0.0620724,0.03639649,0.02567591,0,0
5076,4322327,1.2323632,2013,43,Turuçu,4322327,5076,2030,2013,BR,4322327,4322327,TuruÃ§u,Turuçu,RS - Turuçu,Rio Grande do Sul,Rio Grande do Sul,RS,REGIÃƒO SUL,REGIÃO SUL,0.00224479,0.00044896,0.00179583,0.00275174,0.00220139,0.00055035,0.00110241,0.00017896,0.00092345,0,0,0,0,0,0,0.00922694,0.00703388,0.00219306,0.56296924,0.23854296,0.32442628,0.57829512,0.24840615,0.32988897,0,0
5077,4322343,0.76415174,2013,43,Ubiretama,4322343,5077,2030,2013,BR,4322343,4322343,Ubiretama,Ubiretama,RS - Ubiretama,Rio Grande do Sul,Rio Grande do Sul,RS,REGIÃƒO SUL,REGIÃO SUL,0.0011694,0.00023388,0.00093552,0.00150174,0.00120139,0.00030035,2.92e-06,5.8e-07,2.33e-06,0,0,0,0,0,0,0.01793807,0.01212705,0.00581102,0.00290691,0.00264562,0.00026129,0.02351904,0.01620852,0.00731052,0,0
5078,4322350,0.58415575,2013,43,União da Serra,4322350,5078,2030,2013,BR,4322350,4322350,UniÃ£o da Serra,União da Serra,RS - União da Serra,Rio Grande do Sul,Rio Grande do Sul,RS,REGIÃƒO SUL,REGIÃO SUL,0.00092708,0.00018542,0.00074167,0.00097078,0.00077662,0.00019416,0.00065655,0.00018242,0.00047414,0,0,0,0,0,0,0.01923318,0.01206936,0.00716381,0.00123259,0.00114138,9.121e-05,0.02302018,0.01435519,0.00866498,0,0
5079,4322376,1.39085744,2013,43,Unistalda,4322376,5079,2030,2013,BR,4322376,4322376,Unistalda,Unistalda,RS - Unistalda,Rio Grande do Sul,Rio Grande do Sul,RS,REGIÃƒO SUL,REGIÃO SUL,0.00118264,0.00023653,0.00094611,0.00140191,0.00112153,0.00028038,0,0,0,0,0,0,0,0,0,0.04160018,0.03306409,0.00853609,0.11661316,0.06426388,0.05234928,0.16079789,0.09868603,0.06211186,0,0
5080,4322400,3.90055919,2013,43,Uruguaiana,4322400,5080,2030,2013,BR,4322400,4322400,Uruguaiana,Uruguaiana,RS - Uruguaiana,Rio Grande do Sul,Rio Grande do Sul,RS,REGIÃƒO SUL,REGIÃO SUL,0.34903646,0.06980729,0.27922917,0.01031539,0.00825231,0.00206308,0.00700358,0.00174542,0.00525815,0.00120117,0.00054847,0.0006527,0.03283218,0.02554344,0.00728874,0.28623592,0.22634877,0.05988714,28.04620793,14.1635908,13.88261713,28.73283263,14.49583651,14.23699612,0,0
5081,4322509,3.57764273,2013,43,Vacaria,4322509,5081,2030,2013,BR,4322509,4322509,Vacaria,Vacaria,RS - Vacaria,Rio Grande do Sul,Rio Grande do Sul,RS,REGIÃƒO SUL,REGIÃO SUL,0.13095247,0.02619049,0.10476197,0.00102141,0.00081713,0.00020428,0.02029848,0.00558522,0.01471326,0.00095104,0.00043425,0.00051678,0,0,0,0.05949685,0.04556932,0.01392753,0.03944322,0.03569744,0.00374578,0.25216346,0.11429386,0.1378696,0,0
5082,4322525,0.99921938,2013,43,Vale Verde,4322525,5082,2030,2013,BR,4322525,4322525,Vale Verde,Vale Verde,RS - Vale Verde,Rio Grande do Sul,Rio Grande do Sul,RS,REGIÃƒO SUL,REGIÃO SUL,0.00313021,0.00062604,0.00250417,0.00262442,0.00209954,0.00052488,0.00120394,0.00024802,0.00095591,0.00085806,0.0003918,0.00046626,0,0,0,0.01649089,0.01266104,0.00382985,0.25638122,0.13302769,0.12335353,0.28068873,0.14905413,0.1316346,0,0
5083,4322533,1.1632478,2013,43,Vale do Sol,4322533,5083,2030,2013,BR,4322533,4322533,Vale do Sol,Vale do Sol,RS - Vale do Sol,Rio Grande do Sul,Rio Grande do Sul,RS,REGIÃƒO SUL,REGIÃO SUL,0.01239556,0.00247911,0.00991645,0.00815538,0.00652431,0.00163108,0.00082345,0.00019544,0.00062801,0,0,0,0,0,0,0.0159105,0.01125431,0.00465619,0.37789206,0.28368744,0.09420462,0.41517695,0.3041406,0.11103635,0,0
5084,4322541,0.46703185,2013,43,Vale Real,4322541,5084,2030,2013,BR,4322541,4322541,Vale Real,Vale Real,RS - Vale Real,Rio Grande do Sul,Rio Grande do Sul,RS,REGIÃƒO SUL,REGIÃO SUL,0.02041956,0.00408391,0.01633565,0.00054543,0.00043634,0.00010909,0.00789377,0.00163937,0.0062544,4.746e-05,2.167e-05,2.579e-05,0,0,0,0.00067313,0.00049052,0.00018262,0.00939808,0.00775178,0.00164629,0.03897743,0.0144236,0.02455383,0,0
5085,4322558,0.52606395,2013,43,Vanini,4322558,5085,2030,2013,BR,4322558,4322558,Vanini,Vanini,RS - Vanini,Rio Grande do Sul,Rio Grande do Sul,RS,REGIÃƒO SUL,REGIÃO SUL,0.00235203,0.00047041,0.00188162,0.00111111,0.00088889,0.00022222,0.00378509,0.00079609,0.002989,0,0,0,0,0,0,0.01232526,0.00790951,0.00441574,0,0,0,0.01957349,0.0100649,0.00950859,0,0
5086,4322608,2.17373331,2013,43,Venâncio Aires,4322608,5086,2030,2013,BR,4322608,4322608,VenÃ¢ncio Aires,Venâncio Aires,RS - Venâncio Aires,Rio Grande do Sul,Rio Grande do Sul,RS,REGIÃƒO SUL,REGIÃO SUL,0.0802151,0.01604302,0.06417208,0.03062934,0.02450347,0.00612587,0.0792251,0.01419644,0.06502866,3.692e-05,1.686e-05,2.006e-05,0,0,0,0.05336892,0.03736416,0.01600476,1.08080283,0.85914848,0.22165435,1.32427822,0.95127244,0.37300578,0,0
5087,4322707,1.16713397,2013,43,Vera Cruz,4322707,5087,2030,2013,BR,4322707,4322707,Vera Cruz,Vera Cruz,RS - Vera Cruz,Rio Grande do Sul,Rio Grande do Sul,RS,REGIÃƒO SUL,REGIÃO SUL,0.04261324,0.00852265,0.03409059,0.0125897,0.01007176,0.00251794,0.01354699,0.00282596,0.01072103,0,0,0,0,0,0,0.01536174,0.01142179,0.00393994,0.27649407,0.20945046,0.06704361,0.36060574,0.24229262,0.11831312,0,0
5088,4322806,1.18953431,2013,43,Veranópolis,4322806,5088,2030,2013,BR,4322806,4322806,VeranÃ³polis,Veranópolis,RS - Veranópolis,Rio Grande do Sul,Rio Grande do Sul,RS,REGIÃƒO SUL,REGIÃO SUL,0.04556724,0.00911345,0.03645379,0.00268084,0.00214468,0.00053617,0.06350532,0.01106466,0.05244066,7.462e-05,3.407e-05,4.055e-05,0,0,0,0.01824909,0.01240689,0.0058422,0.00395387,0.00298506,0.00096881,0.13403099,0.03774881,0.09628219,0,0
5089,4322855,0.51903635,2013,43,Vespasiano Correa,4322855,5089,2030,2013,BR,4322855,4322855,Vespasiano Correa,Vespasiano Correa,RS - Vespasiano Correa,Rio Grande do Sul,Rio Grande do Sul,RS,REGIÃƒO SUL,REGIÃO SUL,0.00180958,0.00036192,0.00144766,0.00117043,0.00093634,0.00023409,0.00060561,0.00015977,0.00044585,0.00013179,6.017e-05,7.161e-05,0,0,0,0.02051281,0.01299853,0.00751428,0.0026108,0.0024176,0.0001932,0.02684102,0.01693433,0.00990669,0,0
5090,4322905,1.23356248,2013,43,Viadutos,4322905,5090,2030,2013,BR,4322905,4322905,Viadutos,Viadutos,RS - Viadutos,Rio Grande do Sul,Rio Grande do Sul,RS,REGIÃƒO SUL,REGIÃO SUL,0.00464385,0.00092877,0.00371508,0.00204282,0.00163426,0.00040856,0.00065262,0.00013142,0.0005212,0,0,0,0,0,0,0.09048657,0.05726418,0.03322238,0.0001741,0.00016121,1.288e-05,0.09799996,0.06011985,0.03788011,0,0
